entity_1,relationship,entity_2
Spectre,genre,Action
Spectre,genre,Adventure
Spectre,genre,Thriller
Spectre,directed_by,Sam Mendes
Spectre,acted_by,Daniel Craig
Spectre,acted_by,Christoph Waltz
Spectre,acted_by,Léa Seydoux
Spectre,acted_by,Ralph Fiennes
Spectre,released_in,2015
Spectre,described_as,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE."
Nightcrawler,genre,Crime
Nightcrawler,genre,Drama
Nightcrawler,genre,Thriller
Nightcrawler,directed_by,Dan Gilroy
Nightcrawler,acted_by,Jake Gyllenhaal
Nightcrawler,acted_by,Rene Russo
Nightcrawler,acted_by,Bill Paxton
Nightcrawler,acted_by,Riz Ahmed
Nightcrawler,released_in,2014
Nightcrawler,described_as,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
Kubo and the Two Strings,genre,Animation
Kubo and the Two Strings,genre,Adventure
Kubo and the Two Strings,genre,Family
Kubo and the Two Strings,directed_by,Travis Knight
Kubo and the Two Strings,acted_by,Charlize Theron
Kubo and the Two Strings,acted_by,Art Parkinson
Kubo and the Two Strings,acted_by,Matthew McConaughey
Kubo and the Two Strings,acted_by,Ralph Fiennes
Kubo and the Two Strings,released_in,2016
Kubo and the Two Strings,described_as,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
Beyond the Gates,genre,Adventure
Beyond the Gates,genre,Horror
Beyond the Gates,directed_by,Jackson Stewart
Beyond the Gates,acted_by,Graham Skipper
Beyond the Gates,acted_by,Chase Williamson
Beyond the Gates,acted_by,Brea Grant
Beyond the Gates,acted_by,Barbara Crampton
Beyond the Gates,released_in,2016
Beyond the Gates,described_as,Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance.
Her,genre,Drama
Her,genre,Romance
Her,genre,Sci-Fi
Her,directed_by,Spike Jonze
Her,acted_by,Joaquin Phoenix
Her,acted_by,Amy Adams
Her,acted_by,Scarlett Johansson
Her,acted_by,Rooney Mara
Her,released_in,2013
Her,described_as,A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.
Frozen,genre,Animation
Frozen,genre,Adventure
Frozen,genre,Comedy
Frozen,directed_by,Chris Buck
Frozen,acted_by,Kristen Bell
Frozen,acted_by,Idina Menzel
Frozen,acted_by,Jonathan Groff
Frozen,acted_by,Josh Gad
Frozen,released_in,2013
Frozen,described_as,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
Tomorrowland,genre,Action
Tomorrowland,genre,Adventure
Tomorrowland,genre,Family
Tomorrowland,directed_by,Brad Bird
Tomorrowland,acted_by,George Clooney
Tomorrowland,acted_by,Britt Robertson
Tomorrowland,acted_by,Hugh Laurie
Tomorrowland,acted_by,Raffey Cassidy
Tomorrowland,released_in,2015
Tomorrowland,described_as,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
Dawn of the Planet of the Apes,genre,Action
Dawn of the Planet of the Apes,genre,Adventure
Dawn of the Planet of the Apes,genre,Drama
Dawn of the Planet of the Apes,directed_by,Matt Reeves
Dawn of the Planet of the Apes,acted_by,Gary Oldman
Dawn of the Planet of the Apes,acted_by,Keri Russell
Dawn of the Planet of the Apes,acted_by,Andy Serkis
Dawn of the Planet of the Apes,acted_by,Kodi Smit-McPhee
Dawn of the Planet of the Apes,released_in,2014
Dawn of the Planet of the Apes,described_as,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.
Tropic Thunder,genre,Action
Tropic Thunder,genre,Comedy
Tropic Thunder,directed_by,Ben Stiller
Tropic Thunder,acted_by,Ben Stiller
Tropic Thunder,acted_by,Jack Black
Tropic Thunder,acted_by,Robert Downey Jr.
Tropic Thunder,acted_by,Jeff Kahn
Tropic Thunder,released_in,2008
Tropic Thunder,described_as,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying."
The Conjuring 2,genre,Horror
The Conjuring 2,genre,Mystery
The Conjuring 2,genre,Thriller
The Conjuring 2,directed_by,James Wan
The Conjuring 2,acted_by,Vera Farmiga
The Conjuring 2,acted_by,Patrick Wilson
The Conjuring 2,acted_by,Madison Wolfe
The Conjuring 2,acted_by,Frances O'Connor
The Conjuring 2,released_in,2016
The Conjuring 2,described_as,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by a malicious spirit.
Ant-Man,genre,Action
Ant-Man,genre,Adventure
Ant-Man,genre,Comedy
Ant-Man,directed_by,Peyton Reed
Ant-Man,acted_by,Paul Rudd
Ant-Man,acted_by,Michael Douglas
Ant-Man,acted_by,Corey Stoll
Ant-Man,acted_by,Evangeline Lilly
Ant-Man,released_in,2015
Ant-Man,described_as,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world."
Bridget Jones's Baby,genre,Comedy
Bridget Jones's Baby,genre,Romance
Bridget Jones's Baby,directed_by,Sharon Maguire
Bridget Jones's Baby,acted_by,Renée Zellweger
Bridget Jones's Baby,acted_by,Gemma Jones
Bridget Jones's Baby,acted_by,Jim Broadbent
Bridget Jones's Baby,acted_by,Sally Phillips
Bridget Jones's Baby,released_in,2016
Bridget Jones's Baby,described_as,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father."
The VVitch: A New-England Folktale,genre,Horror
The VVitch: A New-England Folktale,genre,Mystery
The VVitch: A New-England Folktale,directed_by,Robert Eggers
The VVitch: A New-England Folktale,acted_by,Anya Taylor-Joy
The VVitch: A New-England Folktale,acted_by,Ralph Ineson
The VVitch: A New-England Folktale,acted_by,Kate Dickie
The VVitch: A New-England Folktale,acted_by,Julian Richings
The VVitch: A New-England Folktale,released_in,2015
The VVitch: A New-England Folktale,described_as,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
Cinderella,genre,Drama
Cinderella,genre,Family
Cinderella,genre,Fantasy
Cinderella,directed_by,Kenneth Branagh
Cinderella,acted_by,Lily James
Cinderella,acted_by,Cate Blanchett
Cinderella,acted_by,Richard Madden
Cinderella,acted_by,Helena Bonham Carter
Cinderella,released_in,2015
Cinderella,described_as,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
Realive,genre,Sci-Fi
Realive,directed_by,Mateo Gil
Realive,acted_by,Tom Hughes
Realive,acted_by,Charlotte Le Bon
Realive,acted_by,Oona Chaplin
Realive,acted_by,Barry Ward
Realive,released_in,2016
Realive,described_as,"Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary »"
Forushande,genre,Drama
Forushande,genre,Thriller
Forushande,directed_by,Asghar Farhadi
Forushande,acted_by,Taraneh Alidoosti
Forushande,acted_by,Shahab Hosseini
Forushande,acted_by,Babak Karimi
Forushande,acted_by,Farid Sajjadi Hosseini
Forushande,released_in,2016
Forushande,described_as,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
Love,genre,Drama
Love,genre,Romance
Love,directed_by,Gaspar Noé
Love,acted_by,Aomi Muyock
Love,acted_by,Karl Glusman
Love,acted_by,Klara Kristin
Love,acted_by,Juan Saavedra
Love,released_in,2015
Love,described_as,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed."
Billy Lynn's Long Halftime Walk,genre,Drama
Billy Lynn's Long Halftime Walk,genre,War
Billy Lynn's Long Halftime Walk,directed_by,Ang Lee
Billy Lynn's Long Halftime Walk,acted_by,Joe Alwyn
Billy Lynn's Long Halftime Walk,acted_by,Garrett Hedlund
Billy Lynn's Long Halftime Walk,acted_by,Arturo Castro
Billy Lynn's Long Halftime Walk,acted_by,Mason Lee
Billy Lynn's Long Halftime Walk,released_in,2016
Billy Lynn's Long Halftime Walk,described_as,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.
Crimson Peak,genre,Drama
Crimson Peak,genre,Fantasy
Crimson Peak,genre,Horror
Crimson Peak,directed_by,Guillermo del Toro
Crimson Peak,acted_by,Mia Wasikowska
Crimson Peak,acted_by,Jessica Chastain
Crimson Peak,acted_by,Tom Hiddleston
Crimson Peak,acted_by,Charlie Hunnam
Crimson Peak,released_in,2015
Crimson Peak,described_as,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers."
Drive,genre,Crime
Drive,genre,Drama
Drive,directed_by,Nicolas Winding Refn
Drive,acted_by,Ryan Gosling
Drive,acted_by,Carey Mulligan
Drive,acted_by,Bryan Cranston
Drive,acted_by,Albert Brooks
Drive,released_in,2011
Drive,described_as,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.
Trainwreck,genre,Comedy
Trainwreck,genre,Drama
Trainwreck,genre,Romance
Trainwreck,directed_by,Judd Apatow
Trainwreck,acted_by,Amy Schumer
Trainwreck,acted_by,Bill Hader
Trainwreck,acted_by,Brie Larson
Trainwreck,acted_by,Colin Quinn
Trainwreck,released_in,2015
Trainwreck,described_as,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
The Light Between Oceans,genre,Drama
The Light Between Oceans,genre,Romance
The Light Between Oceans,directed_by,Derek Cianfrance
The Light Between Oceans,acted_by,Michael Fassbender
The Light Between Oceans,acted_by,Alicia Vikander
The Light Between Oceans,acted_by,Rachel Weisz
The Light Between Oceans,acted_by,Florence Clery
The Light Between Oceans,released_in,2016
The Light Between Oceans,described_as,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.
Below Her Mouth,genre,Drama
Below Her Mouth,directed_by,April Mullen
Below Her Mouth,acted_by,Erika Linder
Below Her Mouth,acted_by,Natalie Krill
Below Her Mouth,acted_by,Sebastian Pigott
Below Her Mouth,acted_by,Mayko Nguyen
Below Her Mouth,released_in,2016
Below Her Mouth,described_as,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.
Spotlight,genre,Crime
Spotlight,genre,Drama
Spotlight,genre,History
Spotlight,directed_by,Tom McCarthy
Spotlight,acted_by,Mark Ruffalo
Spotlight,acted_by,Michael Keaton
Spotlight,acted_by,Rachel McAdams
Spotlight,acted_by,Liev Schreiber
Spotlight,released_in,2015
Spotlight,described_as,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
Morgan,genre,Horror
Morgan,genre,Sci-Fi
Morgan,genre,Thriller
Morgan,directed_by,Luke Scott
Morgan,acted_by,Kate Mara
Morgan,acted_by,Anya Taylor-Joy
Morgan,acted_by,Rose Leslie
Morgan,acted_by,Michael Yare
Morgan,released_in,2016
Morgan,described_as,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.
Warrior,genre,Action
Warrior,genre,Drama
Warrior,genre,Sport
Warrior,directed_by,Gavin O'Connor
Warrior,acted_by,Tom Hardy
Warrior,acted_by,Nick Nolte
Warrior,acted_by,Joel Edgerton
Warrior,acted_by,Jennifer Morrison
Warrior,released_in,2011
Warrior,described_as,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
Captain America: The First Avenger,genre,Action
Captain America: The First Avenger,genre,Adventure
Captain America: The First Avenger,genre,Sci-Fi
Captain America: The First Avenger,directed_by,Joe Johnston
Captain America: The First Avenger,acted_by,Chris Evans
Captain America: The First Avenger,acted_by,Hugo Weaving
Captain America: The First Avenger,acted_by,Samuel L. Jackson
Captain America: The First Avenger,acted_by,Hayley Atwell
Captain America: The First Avenger,released_in,2011
Captain America: The First Avenger,described_as,"Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization."
Hacker,genre,Crime
Hacker,genre,Drama
Hacker,genre,Thriller
Hacker,directed_by,Akan Satayev
Hacker,acted_by,Callan McAuliffe
Hacker,acted_by,Lorraine Nicholson
Hacker,acted_by,Daniel Eric Gold
Hacker,acted_by,Clifton Collins Jr.
Hacker,released_in,2016
Hacker,described_as,With the help of his new friends Alex Danyliuk turns to a life of crime and identity theft.
Into the Wild,genre,Adventure
Into the Wild,genre,Biography
Into the Wild,genre,Drama
Into the Wild,directed_by,Sean Penn
Into the Wild,acted_by,Emile Hirsch
Into the Wild,acted_by,Vince Vaughn
Into the Wild,acted_by,Catherine Keener
Into the Wild,acted_by,Marcia Gay Harden
Into the Wild,released_in,2007
Into the Wild,described_as,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
The Imitation Game,genre,Biography
The Imitation Game,genre,Drama
The Imitation Game,genre,Thriller
The Imitation Game,directed_by,Morten Tyldum
The Imitation Game,acted_by,Benedict Cumberbatch
The Imitation Game,acted_by,Keira Knightley
The Imitation Game,acted_by,Matthew Goode
The Imitation Game,acted_by,Allen Leech
The Imitation Game,released_in,2014
The Imitation Game,described_as,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians."
Central Intelligence,genre,Action
Central Intelligence,genre,Comedy
Central Intelligence,genre,Crime
Central Intelligence,directed_by,Rawson Marshall Thurber
Central Intelligence,acted_by,Dwayne Johnson
Central Intelligence,acted_by,Kevin Hart
Central Intelligence,acted_by,Danielle Nicolet
Central Intelligence,acted_by,Amy Ryan
Central Intelligence,released_in,2016
Central Intelligence,described_as,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage."
Edge of Tomorrow,genre,Action
Edge of Tomorrow,genre,Adventure
Edge of Tomorrow,genre,Sci-Fi
Edge of Tomorrow,directed_by,Doug Liman
Edge of Tomorrow,acted_by,Tom Cruise
Edge of Tomorrow,acted_by,Emily Blunt
Edge of Tomorrow,acted_by,Bill Paxton
Edge of Tomorrow,acted_by,Brendan Gleeson
Edge of Tomorrow,released_in,2014
Edge of Tomorrow,described_as,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
A Cure for Wellness,genre,Drama
A Cure for Wellness,genre,Fantasy
A Cure for Wellness,genre,Horror
A Cure for Wellness,directed_by,Gore Verbinski
A Cure for Wellness,acted_by,Dane DeHaan
A Cure for Wellness,acted_by,Jason Isaacs
A Cure for Wellness,acted_by,Mia Goth
A Cure for Wellness,acted_by,Ivo Nandi
A Cure for Wellness,released_in,2016
A Cure for Wellness,described_as,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem."
Snowden,genre,Biography
Snowden,genre,Drama
Snowden,genre,Thriller
Snowden,directed_by,Oliver Stone
Snowden,acted_by,Joseph Gordon-Levitt
Snowden,acted_by,Shailene Woodley
Snowden,acted_by,Melissa Leo
Snowden,acted_by,Zachary Quinto
Snowden,released_in,2016
Snowden,described_as,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press."
Iron Man,genre,Action
Iron Man,genre,Adventure
Iron Man,genre,Sci-Fi
Iron Man,directed_by,Jon Favreau
Iron Man,acted_by,Robert Downey Jr.
Iron Man,acted_by,Gwyneth Paltrow
Iron Man,acted_by,Terrence Howard
Iron Man,acted_by,Jeff Bridges
Iron Man,released_in,2008
Iron Man,described_as,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
Allegiant,genre,Action
Allegiant,genre,Adventure
Allegiant,genre,Mystery
Allegiant,directed_by,Robert Schwentke
Allegiant,acted_by,Shailene Woodley
Allegiant,acted_by,Theo James
Allegiant,acted_by,Jeff Daniels
Allegiant,acted_by,Naomi Watts
Allegiant,released_in,2016
Allegiant,described_as,"After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them."
X: First Class,genre,Action
X: First Class,genre,Adventure
X: First Class,genre,Sci-Fi
X: First Class,directed_by,Matthew Vaughn
X: First Class,acted_by,James McAvoy
X: First Class,acted_by,Michael Fassbender
X: First Class,acted_by,Jennifer Lawrence
X: First Class,acted_by,Kevin Bacon
X: First Class,released_in,2011
X: First Class,described_as,"In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III."
Raw (II),genre,Drama
Raw (II),genre,Horror
Raw (II),directed_by,Julia Ducournau
Raw (II),acted_by,Garance Marillier
Raw (II),acted_by,Ella Rumpf
Raw (II),acted_by,Rabah Nait Oufella
Raw (II),acted_by,Laurent Lucas
Raw (II),released_in,2016
Raw (II),described_as,"When a young vegetarian undergoes a carnivorous hazing ritual at vet school, an unbidden taste for meat begins to grow in her."
Paterson,genre,Comedy
Paterson,genre,Drama
Paterson,genre,Romance
Paterson,directed_by,Jim Jarmusch
Paterson,acted_by,Adam Driver
Paterson,acted_by,Golshifteh Farahani
Paterson,acted_by,Nellie
Paterson,acted_by,Rizwan Manji
Paterson,released_in,2016
Paterson,described_as,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details."
Bridesmaids,genre,Comedy
Bridesmaids,genre,Romance
Bridesmaids,directed_by,Paul Feig
Bridesmaids,acted_by,Kristen Wiig
Bridesmaids,acted_by,Maya Rudolph
Bridesmaids,acted_by,Rose Byrne
Bridesmaids,acted_by,Terry Crews
Bridesmaids,released_in,2011
Bridesmaids,described_as,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."
The Girl with All the Gifts,genre,Drama
The Girl with All the Gifts,genre,Horror
The Girl with All the Gifts,genre,Thriller
The Girl with All the Gifts,directed_by,Colm McCarthy
The Girl with All the Gifts,acted_by,Gemma Arterton
The Girl with All the Gifts,acted_by,Glenn Close
The Girl with All the Gifts,acted_by,Dominique Tipper
The Girl with All the Gifts,acted_by,Paddy Considine
The Girl with All the Gifts,released_in,2016
The Girl with All the Gifts,described_as,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.
San Andreas,genre,Action
San Andreas,genre,Adventure
San Andreas,genre,Drama
San Andreas,directed_by,Brad Peyton
San Andreas,acted_by,Dwayne Johnson
San Andreas,acted_by,Carla Gugino
San Andreas,acted_by,Alexandra Daddario
San Andreas,acted_by,Colton Haynes
San Andreas,released_in,2015
San Andreas,described_as,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter."
Spring Breakers,genre,Drama
Spring Breakers,directed_by,Harmony Korine
Spring Breakers,acted_by,Vanessa Hudgens
Spring Breakers,acted_by,Selena Gomez
Spring Breakers,acted_by,Ashley Benson
Spring Breakers,acted_by,Rachel Korine
Spring Breakers,released_in,2012
Spring Breakers,described_as,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer."
Transformers,genre,Action
Transformers,genre,Adventure
Transformers,genre,Sci-Fi
Transformers,directed_by,Michael Bay
Transformers,acted_by,Shia LaBeouf
Transformers,acted_by,Megan Fox
Transformers,acted_by,Josh Duhamel
Transformers,acted_by,Tyrese Gibson
Transformers,released_in,2007
Transformers,described_as,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
Old Boy,genre,Action
Old Boy,genre,Drama
Old Boy,genre,Mystery
Old Boy,directed_by,Spike Lee
Old Boy,acted_by,Josh Brolin
Old Boy,acted_by,Elizabeth Olsen
Old Boy,acted_by,Samuel L. Jackson
Old Boy,acted_by,Sharlto Copley
Old Boy,released_in,2013
Old Boy,described_as,"Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason."
Thor: The Dark World,genre,Action
Thor: The Dark World,genre,Adventure
Thor: The Dark World,genre,Fantasy
Thor: The Dark World,directed_by,Alan Taylor
Thor: The Dark World,acted_by,Chris Hemsworth
Thor: The Dark World,acted_by,Natalie Portman
Thor: The Dark World,acted_by,Tom Hiddleston
Thor: The Dark World,acted_by,Stellan Skarsgård
Thor: The Dark World,released_in,2013
Thor: The Dark World,described_as,"When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves."
Gods of Egypt,genre,Action
Gods of Egypt,genre,Adventure
Gods of Egypt,genre,Fantasy
Gods of Egypt,directed_by,Alex Proyas
Gods of Egypt,acted_by,Brenton Thwaites
Gods of Egypt,acted_by,Nikolaj Coster-Waldau
Gods of Egypt,acted_by,Gerard Butler
Gods of Egypt,acted_by,Chadwick Boseman
Gods of Egypt,released_in,2016
Gods of Egypt,described_as,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict."
Captain America: The Winter Soldier,genre,Action
Captain America: The Winter Soldier,genre,Adventure
Captain America: The Winter Soldier,genre,Sci-Fi
Captain America: The Winter Soldier,directed_by,Anthony Russo
Captain America: The Winter Soldier,acted_by,Chris Evans
Captain America: The Winter Soldier,acted_by,Samuel L. Jackson
Captain America: The Winter Soldier,acted_by,Scarlett Johansson
Captain America: The Winter Soldier,acted_by,Robert Redford
Captain America: The Winter Soldier,released_in,2014
Captain America: The Winter Soldier,described_as,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
Monster Trucks,genre,Action
Monster Trucks,genre,Adventure
Monster Trucks,genre,Comedy
Monster Trucks,directed_by,Chris Wedge
Monster Trucks,acted_by,Lucas Till
Monster Trucks,acted_by,Jane Levy
Monster Trucks,acted_by,Thomas Lennon
Monster Trucks,acted_by,Barry Pepper
Monster Trucks,released_in,2016
Monster Trucks,described_as,A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.
A Dark Song,genre,Drama
A Dark Song,genre,Horror
A Dark Song,directed_by,Liam Gavin
A Dark Song,acted_by,Mark Huberman
A Dark Song,acted_by,Susan Loughnane
A Dark Song,acted_by,Steve Oram
A Dark Song,acted_by,Catherine Walker
A Dark Song,released_in,2016
A Dark Song,described_as,A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.
Kick-Ass,genre,Action
Kick-Ass,genre,Comedy
Kick-Ass,directed_by,Matthew Vaughn
Kick-Ass,acted_by,Aaron Taylor-Johnson
Kick-Ass,acted_by,Nicolas Cage
Kick-Ass,acted_by,Chloë Grace Moretz
Kick-Ass,acted_by,Garrett M. Brown
Kick-Ass,released_in,2010
Kick-Ass,described_as,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
Hardcore Henry,genre,Action
Hardcore Henry,genre,Adventure
Hardcore Henry,genre,Sci-Fi
Hardcore Henry,directed_by,Ilya Naishuller
Hardcore Henry,acted_by,Sharlto Copley
Hardcore Henry,acted_by,Tim Roth
Hardcore Henry,acted_by,Haley Bennett
Hardcore Henry,acted_by,Danila Kozlovsky
Hardcore Henry,released_in,2015
Hardcore Henry,described_as,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers."
Cars,genre,Animation
Cars,genre,Adventure
Cars,genre,Comedy
Cars,directed_by,John Lasseter
Cars,acted_by,Owen Wilson
Cars,acted_by,Bonnie Hunt
Cars,acted_by,Paul Newman
Cars,acted_by,Larry the Cable Guy
Cars,released_in,2006
Cars,described_as,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family."
It Follows,genre,Horror
It Follows,genre,Mystery
It Follows,directed_by,David Robert Mitchell
It Follows,acted_by,Maika Monroe
It Follows,acted_by,Keir Gilchrist
It Follows,acted_by,Olivia Luccardi
It Follows,acted_by,Lili Sepe
It Follows,released_in,2014
It Follows,described_as,A young woman is followed by an unknown supernatural force after a sexual encounter.
The Girl with the Dragon Tattoo,genre,Crime
The Girl with the Dragon Tattoo,genre,Drama
The Girl with the Dragon Tattoo,genre,Mystery
The Girl with the Dragon Tattoo,directed_by,David Fincher
The Girl with the Dragon Tattoo,acted_by,Daniel Craig
The Girl with the Dragon Tattoo,acted_by,Rooney Mara
The Girl with the Dragon Tattoo,acted_by,Christopher Plummer
The Girl with the Dragon Tattoo,acted_by,Stellan Skarsgård
The Girl with the Dragon Tattoo,released_in,2011
The Girl with the Dragon Tattoo,described_as,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker."
We're the Millers,genre,Comedy
We're the Millers,genre,Crime
We're the Millers,directed_by,Rawson Marshall Thurber
We're the Millers,acted_by,Jason Sudeikis
We're the Millers,acted_by,Jennifer Aniston
We're the Millers,acted_by,Emma Roberts
We're the Millers,acted_by,Ed Helms
We're the Millers,released_in,2013
We're the Millers,described_as,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.
American Honey,genre,Drama
American Honey,directed_by,Andrea Arnold
American Honey,acted_by,Sasha Lane
American Honey,acted_by,Shia LaBeouf
American Honey,acted_by,Riley Keough
American Honey,acted_by,McCaul Lombardi
American Honey,released_in,2016
American Honey,described_as,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits."
The Lobster,genre,Comedy
The Lobster,genre,Drama
The Lobster,genre,Romance
The Lobster,directed_by,Yorgos Lanthimos
The Lobster,acted_by,Colin Farrell
The Lobster,acted_by,Rachel Weisz
The Lobster,acted_by,Jessica Barden
The Lobster,acted_by,Olivia Colman
The Lobster,released_in,2015
The Lobster,described_as,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods."
Predators,genre,Action
Predators,genre,Adventure
Predators,genre,Sci-Fi
Predators,directed_by,Nimród Antal
Predators,acted_by,Adrien Brody
Predators,acted_by,Laurence Fishburne
Predators,acted_by,Topher Grace
Predators,acted_by,Alice Braga
Predators,released_in,2010
Predators,described_as,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.
Maleficent,genre,Action
Maleficent,genre,Adventure
Maleficent,genre,Family
Maleficent,directed_by,Robert Stromberg
Maleficent,acted_by,Angelina Jolie
Maleficent,acted_by,Elle Fanning
Maleficent,acted_by,Sharlto Copley
Maleficent,acted_by,Lesley Manville
Maleficent,released_in,2014
Maleficent,described_as,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land."
Rupture,genre,Horror
Rupture,genre,Sci-Fi
Rupture,genre,Thriller
Rupture,directed_by,Steven Shainberg
Rupture,acted_by,Noomi Rapace
Rupture,acted_by,Michael Chiklis
