entity_1,relationship,entity_2
Fury,genre,Action
Fury,genre,Drama
Fury,genre,War
Fury,directed_by,David Ayer
Fury,acted_by,Brad Pitt
Fury,acted_by,Shia LaBeouf
Fury,acted_by,Logan Lerman
Fury,acted_by,Michael Peña
Inside Out,genre,Animation
Inside Out,genre,Adventure
Inside Out,genre,Comedy
Inside Out,directed_by,Pete Docter
Inside Out,acted_by,Amy Poehler
Inside Out,acted_by,Bill Hader
Inside Out,acted_by,Lewis Black
Inside Out,acted_by,Mindy Kaling
Rock Dog,genre,Animation
Rock Dog,genre,Adventure
Rock Dog,genre,Comedy
Rock Dog,directed_by,Ash Brannon
Rock Dog,acted_by,Luke Wilson
Rock Dog,acted_by,Eddie Izzard
Rock Dog,acted_by,J.K. Simmons
Rock Dog,acted_by,Lewis Black
Terminator Genisys,genre,Action
Terminator Genisys,genre,Adventure
Terminator Genisys,genre,Sci-Fi
Terminator Genisys,directed_by,Alan Taylor
Terminator Genisys,acted_by,Arnold Schwarzenegger
Terminator Genisys,acted_by,Jason Clarke
Terminator Genisys,acted_by,Emilia Clarke
Terminator Genisys,acted_by,Jai Courtney
Percy Jackson & the Olympians: The Lightning Thief,genre,Adventure
Percy Jackson & the Olympians: The Lightning Thief,genre,Family
Percy Jackson & the Olympians: The Lightning Thief,genre,Fantasy
Percy Jackson & the Olympians: The Lightning Thief,directed_by,Chris Columbus
Percy Jackson & the Olympians: The Lightning Thief,acted_by,Logan Lerman
Percy Jackson & the Olympians: The Lightning Thief,acted_by,Kevin McKidd
Percy Jackson & the Olympians: The Lightning Thief,acted_by,Steve Coogan
Percy Jackson & the Olympians: The Lightning Thief,acted_by,Brandon T. Jackson
Les Misérables,genre,Drama
Les Misérables,genre,Musical
Les Misérables,genre,Romance
Les Misérables,directed_by,Tom Hooper
Les Misérables,acted_by,Hugh Jackman
Les Misérables,acted_by,Russell Crowe
Les Misérables,acted_by,Anne Hathaway
Les Misérables,acted_by,Amanda Seyfried
Children of Men,genre,Drama
Children of Men,genre,Sci-Fi
Children of Men,genre,Thriller
Children of Men,directed_by,Alfonso Cuarón
Children of Men,acted_by,Julianne Moore
Children of Men,acted_by,Clive Owen
Children of Men,acted_by,Chiwetel Ejiofor
Children of Men,acted_by,Michael Caine
20th Century Women,genre,Comedy
20th Century Women,genre,Drama
20th Century Women,directed_by,Mike Mills
20th Century Women,acted_by,Annette Bening
20th Century Women,acted_by,Elle Fanning
20th Century Women,acted_by,Greta Gerwig
20th Century Women,acted_by,Billy Crudup
Spy,genre,Action
Spy,genre,Comedy
Spy,genre,Crime
Spy,directed_by,Paul Feig
Spy,acted_by,Melissa McCarthy
Spy,acted_by,Rose Byrne
Spy,acted_by,Jude Law
Spy,acted_by,Jason Statham
The Intouchables,genre,Biography
The Intouchables,genre,Comedy
The Intouchables,genre,Drama
The Intouchables,directed_by,Olivier Nakache
The Intouchables,acted_by,François Cluzet
The Intouchables,acted_by,Omar Sy
The Intouchables,acted_by,Anne Le Ny
The Intouchables,acted_by,Audrey Fleurot
Bonjour Anne,genre,Comedy
Bonjour Anne,genre,Drama
Bonjour Anne,genre,Romance
Bonjour Anne,directed_by,Eleanor Coppola
Bonjour Anne,acted_by,Diane Lane
Bonjour Anne,acted_by,Alec Baldwin
Bonjour Anne,acted_by,Arnaud Viard
Bonjour Anne,acted_by,Linda Gegusch
Kynodontas,genre,Drama
Kynodontas,genre,Thriller
Kynodontas,directed_by,Yorgos Lanthimos
Kynodontas,acted_by,Christos Stergioglou
Kynodontas,acted_by,Michele Valley
Kynodontas,acted_by,Angeliki Papoulia
Kynodontas,acted_by,Hristos Passalis
Straight Outta Compton,genre,Biography
Straight Outta Compton,genre,Drama
Straight Outta Compton,genre,History
Straight Outta Compton,directed_by,F. Gary Gray
Straight Outta Compton,acted_by,O'Shea Jackson Jr.
Straight Outta Compton,acted_by,Corey Hawkins
Straight Outta Compton,acted_by,Jason Mitchell
Straight Outta Compton,acted_by,Neil Brown Jr.
The Amazing Spider-Man 2,genre,Action
The Amazing Spider-Man 2,genre,Adventure
The Amazing Spider-Man 2,genre,Sci-Fi
The Amazing Spider-Man 2,directed_by,Marc Webb
The Amazing Spider-Man 2,acted_by,Andrew Garfield
The Amazing Spider-Man 2,acted_by,Emma Stone
The Amazing Spider-Man 2,acted_by,Jamie Foxx
The Amazing Spider-Man 2,acted_by,Paul Giamatti
The Conjuring,genre,Horror
The Conjuring,genre,Mystery
The Conjuring,genre,Thriller
The Conjuring,directed_by,James Wan
The Conjuring,acted_by,Patrick Wilson
The Conjuring,acted_by,Vera Farmiga
The Conjuring,acted_by,Ron Livingston
The Conjuring,acted_by,Lili Taylor
The Hangover,genre,Comedy
The Hangover,directed_by,Todd Phillips
The Hangover,acted_by,Zach Galifianakis
The Hangover,acted_by,Bradley Cooper
The Hangover,acted_by,Justin Bartha
The Hangover,acted_by,Ed Helms
Battleship,genre,Action
Battleship,genre,Adventure
Battleship,genre,Sci-Fi
Battleship,directed_by,Peter Berg
Battleship,acted_by,Alexander Skarsgård
Battleship,acted_by,Brooklyn Decker
Battleship,acted_by,Liam Neeson
Battleship,acted_by,Rihanna
Rise of the Planet of the Apes,genre,Action
Rise of the Planet of the Apes,genre,Drama
Rise of the Planet of the Apes,genre,Sci-Fi
Rise of the Planet of the Apes,directed_by,Rupert Wyatt
Rise of the Planet of the Apes,acted_by,James Franco
Rise of the Planet of the Apes,acted_by,Andy Serkis
Rise of the Planet of the Apes,acted_by,Freida Pinto
Rise of the Planet of the Apes,acted_by,Karin Konoval
Lights Out,genre,Horror
Lights Out,directed_by,David F. Sandberg
Lights Out,acted_by,Teresa Palmer
Lights Out,acted_by,Gabriel Bateman
Lights Out,acted_by,Maria Bello
Lights Out,acted_by,Billy Burke
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,genre,Drama
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,genre,Thriller
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,directed_by,Joseph Cedar
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,acted_by,Richard Gere
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,acted_by,Lior Ashkenazi
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,acted_by,Michael Sheen
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,acted_by,Charlotte Gainsbourg
Birdman or (The Unexpected Virtue of Ignorance),genre,Comedy
Birdman or (The Unexpected Virtue of Ignorance),genre,Drama
Birdman or (The Unexpected Virtue of Ignorance),genre,Romance
Birdman or (The Unexpected Virtue of Ignorance),directed_by,Alejandro González Iñárritu
Birdman or (The Unexpected Virtue of Ignorance),acted_by,Michael Keaton
Birdman or (The Unexpected Virtue of Ignorance),acted_by,Zach Galifianakis
Birdman or (The Unexpected Virtue of Ignorance),acted_by,Edward Norton
Birdman or (The Unexpected Virtue of Ignorance),acted_by,Andrea Riseborough
Black Swan,genre,Drama
Black Swan,genre,Thriller
Black Swan,directed_by,Darren Aronofsky
Black Swan,acted_by,Natalie Portman
Black Swan,acted_by,Mila Kunis
Black Swan,acted_by,Vincent Cassel
Black Swan,acted_by,Winona Ryder
Dear White People,genre,Comedy
Dear White People,genre,Drama
Dear White People,directed_by,Justin Simien
Dear White People,acted_by,Tyler James Williams
Dear White People,acted_by,Tessa Thompson
Dear White People,acted_by,Kyle Gallner
Dear White People,acted_by,Teyonah Parris
Nymphomaniac: Vol. I,genre,Drama
Nymphomaniac: Vol. I,directed_by,Lars von Trier
Nymphomaniac: Vol. I,acted_by,Charlotte Gainsbourg
Nymphomaniac: Vol. I,acted_by,Stellan Skarsgård
Nymphomaniac: Vol. I,acted_by,Stacy Martin
Nymphomaniac: Vol. I,acted_by,Shia LaBeouf
Teenage Mutant Ninja Turtles: Out of the Shadows,genre,Action
Teenage Mutant Ninja Turtles: Out of the Shadows,genre,Adventure
Teenage Mutant Ninja Turtles: Out of the Shadows,genre,Comedy
Teenage Mutant Ninja Turtles: Out of the Shadows,directed_by,Dave Green
Teenage Mutant Ninja Turtles: Out of the Shadows,acted_by,Megan Fox
Teenage Mutant Ninja Turtles: Out of the Shadows,acted_by,Will Arnett
Teenage Mutant Ninja Turtles: Out of the Shadows,acted_by,Tyler Perry
Teenage Mutant Ninja Turtles: Out of the Shadows,acted_by,Laura Linney
Knock Knock,genre,Drama
Knock Knock,genre,Horror
Knock Knock,genre,Thriller
Knock Knock,directed_by,Eli Roth
Knock Knock,acted_by,Keanu Reeves
Knock Knock,acted_by,Lorenza Izzo
Knock Knock,acted_by,Ana de Armas
Knock Knock,acted_by,Aaron Burns
Dirty Grandpa,genre,Comedy
Dirty Grandpa,directed_by,Dan Mazer
Dirty Grandpa,acted_by,Robert De Niro
Dirty Grandpa,acted_by,Zac Efron
Dirty Grandpa,acted_by,Zoey Deutch
Dirty Grandpa,acted_by,Aubrey Plaza
Cloud Atlas,genre,Drama
Cloud Atlas,genre,Sci-Fi
Cloud Atlas,directed_by,Tom Tykwer
Cloud Atlas,acted_by,Tom Hanks
Cloud Atlas,acted_by,Halle Berry
Cloud Atlas,acted_by,Hugh Grant
Cloud Atlas,acted_by,Hugo Weaving
X-Men Origins: Wolverine,genre,Action
X-Men Origins: Wolverine,genre,Adventure
X-Men Origins: Wolverine,genre,Sci-Fi
X-Men Origins: Wolverine,directed_by,Gavin Hood
X-Men Origins: Wolverine,acted_by,Hugh Jackman
X-Men Origins: Wolverine,acted_by,Liev Schreiber
X-Men Origins: Wolverine,acted_by,Ryan Reynolds
X-Men Origins: Wolverine,acted_by,Danny Huston
Satanic,genre,Horror
Satanic,directed_by,Jeffrey G. Hunt
Satanic,acted_by,Sarah Hyland
Satanic,acted_by,Steven Krueger
Satanic,acted_by,Justin Chon
Satanic,acted_by,Clara Mamet
Skyfall,genre,Action
Skyfall,genre,Adventure
Skyfall,genre,Thriller
Skyfall,directed_by,Sam Mendes
Skyfall,acted_by,Daniel Craig
Skyfall,acted_by,Javier Bardem
Skyfall,acted_by,Naomie Harris
Skyfall,acted_by,Judi Dench
The Hobbit: An Unexpected Journey,genre,Adventure
The Hobbit: An Unexpected Journey,genre,Fantasy
The Hobbit: An Unexpected Journey,directed_by,Peter Jackson
The Hobbit: An Unexpected Journey,acted_by,Martin Freeman
The Hobbit: An Unexpected Journey,acted_by,Ian McKellen
The Hobbit: An Unexpected Journey,acted_by,Richard Armitage
The Hobbit: An Unexpected Journey,acted_by,Andy Serkis
21 Jump Street,genre,Action
21 Jump Street,genre,Comedy
21 Jump Street,genre,Crime
21 Jump Street,directed_by,Phil Lord
21 Jump Street,acted_by,Jonah Hill
21 Jump Street,acted_by,Channing Tatum
21 Jump Street,acted_by,Ice Cube
21 Jump Street,acted_by,Brie Larson
Sing Street,genre,Comedy
Sing Street,genre,Drama
Sing Street,genre,Music
Sing Street,directed_by,John Carney
Sing Street,acted_by,Ferdia Walsh-Peelo
Sing Street,acted_by,Aidan Gillen
Sing Street,acted_by,Maria Doyle Kennedy
Sing Street,acted_by,Jack Reynor
Ballerina,genre,Animation
Ballerina,genre,Adventure
Ballerina,genre,Comedy
Ballerina,directed_by,Eric Summer
Ballerina,acted_by,Elle Fanning
Ballerina,acted_by,Dane DeHaan
Ballerina,acted_by,Carly Rae Jepsen
Ballerina,acted_by,Maddie Ziegler
Oblivion,genre,Action
Oblivion,genre,Adventure
Oblivion,genre,Mystery
Oblivion,directed_by,Joseph Kosinski
Oblivion,acted_by,Tom Cruise
Oblivion,acted_by,Morgan Freeman
Oblivion,acted_by,Andrea Riseborough
Oblivion,acted_by,Olga Kurylenko
22 Jump Street,genre,Action
22 Jump Street,genre,Comedy
22 Jump Street,genre,Crime
22 Jump Street,directed_by,Phil Lord
22 Jump Street,acted_by,Channing Tatum
22 Jump Street,acted_by,Jonah Hill
22 Jump Street,acted_by,Ice Cube
22 Jump Street,acted_by,Nick Offerman
Zodiac,genre,Crime
Zodiac,genre,Drama
Zodiac,genre,History
Zodiac,directed_by,David Fincher
Zodiac,acted_by,Jake Gyllenhaal
Zodiac,acted_by,Robert Downey Jr.
Zodiac,acted_by,Mark Ruffalo
Zodiac,acted_by,Anthony Edwards
Everybody Wants Some!!,genre,Comedy
Everybody Wants Some!!,directed_by,Richard Linklater
Everybody Wants Some!!,acted_by,Blake Jenner
Everybody Wants Some!!,acted_by,Tyler Hoechlin
Everybody Wants Some!!,acted_by,Ryan Guzman
Everybody Wants Some!!,acted_by,Zoey Deutch
Iron Man Three,genre,Action
Iron Man Three,genre,Adventure
Iron Man Three,genre,Sci-Fi
Iron Man Three,directed_by,Shane Black
Iron Man Three,acted_by,Robert Downey Jr.
Iron Man Three,acted_by,Guy Pearce
Iron Man Three,acted_by,Gwyneth Paltrow
Iron Man Three,acted_by,Don Cheadle
Now You See Me,genre,Crime
Now You See Me,genre,Mystery
Now You See Me,genre,Thriller
Now You See Me,directed_by,Louis Leterrier
Now You See Me,acted_by,Jesse Eisenberg
Now You See Me,acted_by,Common
Now You See Me,acted_by,Mark Ruffalo
Now You See Me,acted_by,Woody Harrelson
Sherlock Holmes,genre,Action
Sherlock Holmes,genre,Adventure
Sherlock Holmes,genre,Crime
Sherlock Holmes,directed_by,Guy Ritchie
Sherlock Holmes,acted_by,Robert Downey Jr.
Sherlock Holmes,acted_by,Jude Law
Sherlock Holmes,acted_by,Rachel McAdams
Sherlock Holmes,acted_by,Mark Strong
Death Proof,genre,Thriller
Death Proof,directed_by,Quentin Tarantino
Death Proof,acted_by,Kurt Russell
Death Proof,acted_by,Zoë Bell
Death Proof,acted_by,Rosario Dawson
Death Proof,acted_by,Vanessa Ferlito
The Danish Girl,genre,Biography
The Danish Girl,genre,Drama
The Danish Girl,genre,Romance
The Danish Girl,directed_by,Tom Hooper
The Danish Girl,acted_by,Eddie Redmayne
The Danish Girl,acted_by,Alicia Vikander
The Danish Girl,acted_by,Amber Heard
The Danish Girl,acted_by,Ben Whishaw
Hercules,genre,Action
Hercules,genre,Adventure
Hercules,directed_by,Brett Ratner
Hercules,acted_by,Dwayne Johnson
Hercules,acted_by,John Hurt
Hercules,acted_by,Ian McShane
Hercules,acted_by,Joseph Fiennes
Sucker Punch,genre,Action
Sucker Punch,genre,Fantasy
Sucker Punch,directed_by,Zack Snyder
Sucker Punch,acted_by,Emily Browning
Sucker Punch,acted_by,Vanessa Hudgens
Sucker Punch,acted_by,Abbie Cornish
Sucker Punch,acted_by,Jena Malone
Keeping Up with the Joneses,genre,Action
Keeping Up with the Joneses,genre,Comedy
Keeping Up with the Joneses,directed_by,Greg Mottola
Keeping Up with the Joneses,acted_by,Zach Galifianakis
Keeping Up with the Joneses,acted_by,Isla Fisher
Keeping Up with the Joneses,acted_by,Jon Hamm
Keeping Up with the Joneses,acted_by,Gal Gadot
Jupiter Ascending,genre,Action
Jupiter Ascending,genre,Adventure
Jupiter Ascending,genre,Sci-Fi
Jupiter Ascending,directed_by,Lana Wachowski
Jupiter Ascending,acted_by,Channing Tatum
Jupiter Ascending,acted_by,Mila Kunis
Jupiter Ascending,acted_by,Eddie Redmayne
Jupiter Ascending,acted_by,Sean Bean
Masterminds,genre,Action
Masterminds,genre,Comedy
Masterminds,genre,Crime
Masterminds,directed_by,Jared Hess
Masterminds,acted_by,Zach Galifianakis
Masterminds,acted_by,Kristen Wiig
Masterminds,acted_by,Owen Wilson
Masterminds,acted_by,Ross Kimball
Iris,genre,Thriller
Iris,directed_by,Jalil Lespert
Iris,acted_by,Romain Duris
Iris,acted_by,Charlotte Le Bon
Iris,acted_by,Jalil Lespert
Iris,acted_by,Camille Cottin
Busanhaeng,genre,Action
Busanhaeng,genre,Drama
Busanhaeng,genre,Horror
Busanhaeng,directed_by,Sang-ho Yeon
Busanhaeng,acted_by,Yoo Gong
Busanhaeng,acted_by,Soo-an Kim
Busanhaeng,acted_by,Yu-mi Jung
Busanhaeng,acted_by,Dong-seok Ma
Pitch Perfect,genre,Comedy
Pitch Perfect,genre,Music
Pitch Perfect,genre,Romance
Pitch Perfect,directed_by,Jason Moore
Pitch Perfect,acted_by,Anna Kendrick
Pitch Perfect,acted_by,Brittany Snow
Pitch Perfect,acted_by,Rebel Wilson
Pitch Perfect,acted_by,Anna Camp
Neighbors 2: Sorority Rising,genre,Comedy
Neighbors 2: Sorority Rising,directed_by,Nicholas Stoller
Neighbors 2: Sorority Rising,acted_by,Seth Rogen
Neighbors 2: Sorority Rising,acted_by,Rose Byrne
Neighbors 2: Sorority Rising,acted_by,Zac Efron
Neighbors 2: Sorority Rising,acted_by,Chloë Grace Moretz
The Exception,genre,Drama
The Exception,directed_by,David Leveaux
The Exception,acted_by,Lily James
The Exception,acted_by,Jai Courtney
The Exception,acted_by,Christopher Plummer
The Exception,acted_by,Loïs van Wijk
Man of Steel,genre,Action
Man of Steel,genre,Adventure
Man of Steel,genre,Fantasy
Man of Steel,directed_by,Zack Snyder
Man of Steel,acted_by,Henry Cavill
Man of Steel,acted_by,Amy Adams
Man of Steel,acted_by,Michael Shannon
Man of Steel,acted_by,Diane Lane
The Choice,genre,Drama
The Choice,genre,Romance
The Choice,directed_by,Ross Katz
The Choice,acted_by,Benjamin Walker
The Choice,acted_by,Teresa Palmer
The Choice,acted_by,Alexandra Daddario
The Choice,acted_by,Maggie Grace
Ice Age: Collision Course,genre,Animation
Ice Age: Collision Course,genre,Adventure
Ice Age: Collision Course,genre,Comedy
Ice Age: Collision Course,directed_by,Mike Thurmeier
Ice Age: Collision Course,acted_by,Ray Romano
Ice Age: Collision Course,acted_by,Denis Leary
Ice Age: Collision Course,acted_by,John Leguizamo
Ice Age: Collision Course,acted_by,Chris Wedge
The Devil Wears Prada,genre,Comedy
The Devil Wears Prada,genre,Drama
The Devil Wears Prada,directed_by,David Frankel
The Devil Wears Prada,acted_by,Anne Hathaway
The Devil Wears Prada,acted_by,Meryl Streep
The Devil Wears Prada,acted_by,Adrian Grenier
The Devil Wears Prada,acted_by,Emily Blunt
The Infiltrator,genre,Biography
The Infiltrator,genre,Crime
The Infiltrator,genre,Drama
The Infiltrator,directed_by,Brad Furman
The Infiltrator,acted_by,Bryan Cranston
The Infiltrator,acted_by,John Leguizamo
The Infiltrator,acted_by,Diane Kruger
The Infiltrator,acted_by,Amy Ryan
There Will Be Blood,genre,Drama
There Will Be Blood,genre,History
There Will Be Blood,directed_by,Paul Thomas Anderson
There Will Be Blood,acted_by,Daniel Day-Lewis
There Will Be Blood,acted_by,Paul Dano
There Will Be Blood,acted_by,Ciarán Hinds
There Will Be Blood,acted_by,Martin Stringer
The Equalizer,genre,Action
The Equalizer,genre,Crime
The Equalizer,genre,Thriller
The Equalizer,directed_by,Antoine Fuqua
The Equalizer,acted_by,Denzel Washington
The Equalizer,acted_by,Marton Csokas
The Equalizer,acted_by,Chloë Grace Moretz
The Equalizer,acted_by,David Harbour
Lone Survivor,genre,Action
Lone Survivor,genre,Biography
Lone Survivor,genre,Drama
Lone Survivor,directed_by,Peter Berg
Lone Survivor,acted_by,Mark Wahlberg
Lone Survivor,acted_by,Taylor Kitsch
Lone Survivor,acted_by,Emile Hirsch
Lone Survivor,acted_by,Ben Foster
The Cabin in the Woods,genre,Horror
The Cabin in the Woods,directed_by,Drew Goddard
The Cabin in the Woods,acted_by,Kristen Connolly
The Cabin in the Woods,acted_by,Chris Hemsworth
The Cabin in the Woods,acted_by,Anna Hutchison
The Cabin in the Woods,acted_by,Fran Kranz
The House Bunny,genre,Comedy
The House Bunny,genre,Romance
The House Bunny,directed_by,Fred Wolf
The House Bunny,acted_by,Anna Faris
The House Bunny,acted_by,Colin Hanks
The House Bunny,acted_by,Emma Stone
The House Bunny,acted_by,Kat Dennings
She's Out of My League,genre,Comedy
She's Out of My League,genre,Romance
She's Out of My League,directed_by,Jim Field Smith
She's Out of My League,acted_by,Jay Baruchel
She's Out of My League,acted_by,Alice Eve
She's Out of My League,acted_by,T.J. Miller
She's Out of My League,acted_by,Mike Vogel
Inherent Vice,genre,Comedy
Inherent Vice,genre,Crime
Inherent Vice,genre,Drama
Inherent Vice,directed_by,Paul Thomas Anderson
Inherent Vice,acted_by,Joaquin Phoenix
Inherent Vice,acted_by,Josh Brolin
Inherent Vice,acted_by,Owen Wilson
Inherent Vice,acted_by,Katherine Waterston
Alice Through the Looking Glass,genre,Adventure
Alice Through the Looking Glass,genre,Family
Alice Through the Looking Glass,genre,Fantasy
Alice Through the Looking Glass,directed_by,James Bobin
Alice Through the Looking Glass,acted_by,Mia Wasikowska
Alice Through the Looking Glass,acted_by,Johnny Depp
Alice Through the Looking Glass,acted_by,Helena Bonham Carter
Alice Through the Looking Glass,acted_by,Anne Hathaway
Vincent N Roxxy,genre,Crime
Vincent N Roxxy,genre,Drama
Vincent N Roxxy,genre,Thriller
Vincent N Roxxy,directed_by,Gary Michael Schultz
Vincent N Roxxy,acted_by,Emile Hirsch
Vincent N Roxxy,acted_by,Zoë Kravitz
Vincent N Roxxy,acted_by,Zoey Deutch
Vincent N Roxxy,acted_by,Emory Cohen
The Fast and the Furious: Tokyo Drift,genre,Action
The Fast and the Furious: Tokyo Drift,genre,Crime
The Fast and the Furious: Tokyo Drift,genre,Thriller
The Fast and the Furious: Tokyo Drift,directed_by,Justin Lin
The Fast and the Furious: Tokyo Drift,acted_by,Lucas Black
The Fast and the Furious: Tokyo Drift,acted_by,Zachery Ty Bryan
The Fast and the Furious: Tokyo Drift,acted_by,Shad Moss
The Fast and the Furious: Tokyo Drift,acted_by,Damien Marzette
How to Be Single,genre,Comedy
How to Be Single,genre,Romance
How to Be Single,directed_by,Christian Ditter
How to Be Single,acted_by,Dakota Johnson
How to Be Single,acted_by,Rebel Wilson
How to Be Single,acted_by,Leslie Mann
How to Be Single,acted_by,Alison Brie
The Blind Side,genre,Biography
The Blind Side,genre,Drama
The Blind Side,genre,Sport
The Blind Side,directed_by,John Lee Hancock
The Blind Side,acted_by,Quinton Aaron
The Blind Side,acted_by,Sandra Bullock
The Blind Side,acted_by,Tim McGraw
The Blind Side,acted_by,Jae Head
La vie d'Adèle,genre,Drama
La vie d'Adèle,genre,Romance
La vie d'Adèle,directed_by,Abdellatif Kechiche
La vie d'Adèle,acted_by,Léa Seydoux
La vie d'Adèle,acted_by,Adèle Exarchopoulos
La vie d'Adèle,acted_by,Salim Kechiouche
La vie d'Adèle,acted_by,Aurélien Recoing
The Babadook,genre,Drama
The Babadook,genre,Horror
The Babadook,directed_by,Jennifer Kent
The Babadook,acted_by,Essie Davis
The Babadook,acted_by,Noah Wiseman
The Babadook,acted_by,Daniel Henshall
The Babadook,acted_by,Hayley McElhinney
The Hobbit: The Battle of the Five Armies,genre,Adventure
The Hobbit: The Battle of the Five Armies,genre,Fantasy
The Hobbit: The Battle of the Five Armies,directed_by,Peter Jackson
The Hobbit: The Battle of the Five Armies,acted_by,Ian McKellen
The Hobbit: The Battle of the Five Armies,acted_by,Martin Freeman
The Hobbit: The Battle of the Five Armies,acted_by,Richard Armitage
The Hobbit: The Battle of the Five Armies,acted_by,Cate Blanchett
Harry Potter and the Order of the Phoenix,genre,Adventure
Harry Potter and the Order of the Phoenix,genre,Family
Harry Potter and the Order of the Phoenix,genre,Fantasy
Harry Potter and the Order of the Phoenix,directed_by,David Yates
Harry Potter and the Order of the Phoenix,acted_by,Daniel Radcliffe
Harry Potter and the Order of the Phoenix,acted_by,Emma Watson
Harry Potter and the Order of the Phoenix,acted_by,Rupert Grint
Harry Potter and the Order of the Phoenix,acted_by,Brendan Gleeson
Snowpiercer,genre,Action
Snowpiercer,genre,Drama
Snowpiercer,genre,Sci-Fi
Snowpiercer,directed_by,Bong Joon Ho
Snowpiercer,acted_by,Chris Evans
Snowpiercer,acted_by,Jamie Bell
Snowpiercer,acted_by,Tilda Swinton
Snowpiercer,acted_by,Ed Harris
The 5th Wave,genre,Action
The 5th Wave,genre,Adventure
The 5th Wave,genre,Sci-Fi
The 5th Wave,directed_by,J Blakeson
The 5th Wave,acted_by,Chloë Grace Moretz
The 5th Wave,acted_by,Matthew Zuk
The 5th Wave,acted_by,Gabriela Lopez
The 5th Wave,acted_by,Bailey Anne Borders
The Stakelander,genre,Action
The Stakelander,genre,Horror
The Stakelander,directed_by,Dan Berk
The Stakelander,acted_by,Connor Paolo
The Stakelander,acted_by,Nick Damici
The Stakelander,acted_by,Laura Abramsen
The Stakelander,acted_by,A.C. Peterson
The Visit,genre,Comedy
The Visit,genre,Horror
The Visit,genre,Thriller
The Visit,directed_by,M. Night Shyamalan
The Visit,acted_by,Olivia DeJonge
The Visit,acted_by,Ed Oxenbould
The Visit,acted_by,Deanna Dunagan
The Visit,acted_by,Peter McRobbie
Fast Five,genre,Action
Fast Five,genre,Crime
Fast Five,genre,Thriller
Fast Five,directed_by,Justin Lin
Fast Five,acted_by,Vin Diesel
Fast Five,acted_by,Paul Walker
Fast Five,acted_by,Dwayne Johnson
Fast Five,acted_by,Jordana Brewster
Step Up,genre,Crime
Step Up,genre,Drama
Step Up,genre,Music
Step Up,directed_by,Anne Fletcher
Step Up,acted_by,Channing Tatum
Step Up,acted_by,Jenna Dewan Tatum
Step Up,acted_by,Damaine Radcliff
Step Up,acted_by,De'Shawn Washington
Lovesong,genre,Drama
Lovesong,directed_by,So Yong Kim
Lovesong,acted_by,Riley Keough
Lovesong,acted_by,Jena Malone
Lovesong,acted_by,Jessie Ok Gray
Lovesong,acted_by,Cary Joji Fukunaga
RocknRolla,genre,Action
RocknRolla,genre,Crime
RocknRolla,genre,Thriller
RocknRolla,directed_by,Guy Ritchie
RocknRolla,acted_by,Gerard Butler
RocknRolla,acted_by,Tom Wilkinson
RocknRolla,acted_by,Idris Elba
RocknRolla,acted_by,Thandie Newton
In Time,genre,Action
In Time,genre,Sci-Fi
In Time,genre,Thriller
In Time,directed_by,Andrew Niccol
In Time,acted_by,Justin Timberlake
In Time,acted_by,Amanda Seyfried
In Time,acted_by,Cillian Murphy
In Time,acted_by,Olivia Wilde
The Social Network,genre,Biography
The Social Network,genre,Drama
The Social Network,directed_by,David Fincher
The Social Network,acted_by,Jesse Eisenberg
The Social Network,acted_by,Andrew Garfield
The Social Network,acted_by,Justin Timberlake
The Social Network,acted_by,Rooney Mara
The Last Witch Hunter,genre,Action
The Last Witch Hunter,genre,Adventure
The Last Witch Hunter,genre,Fantasy
The Last Witch Hunter,directed_by,Breck Eisner
The Last Witch Hunter,acted_by,Vin Diesel
The Last Witch Hunter,acted_by,Rose Leslie
The Last Witch Hunter,acted_by,Elijah Wood
The Last Witch Hunter,acted_by,Ólafur Darri Ólafsson
Victor Frankenstein,genre,Drama
Victor Frankenstein,genre,Horror
Victor Frankenstein,genre,Sci-Fi
Victor Frankenstein,directed_by,Paul McGuigan
Victor Frankenstein,acted_by,Daniel Radcliffe
Victor Frankenstein,acted_by,James McAvoy
Victor Frankenstein,acted_by,Jessica Brown Findlay
Victor Frankenstein,acted_by,Andrew Scott
A Street Cat Named Bob,genre,Biography
A Street Cat Named Bob,genre,Comedy
A Street Cat Named Bob,genre,Drama
A Street Cat Named Bob,directed_by,Roger Spottiswoode
A Street Cat Named Bob,acted_by,Luke Treadaway
A Street Cat Named Bob,acted_by,Bob the Cat
A Street Cat Named Bob,acted_by,Ruta Gedmintas
A Street Cat Named Bob,acted_by,Joanne Froggatt
Green Room,genre,Crime
Green Room,genre,Horror
Green Room,genre,Thriller
Green Room,directed_by,Jeremy Saulnier
Green Room,acted_by,Anton Yelchin
Green Room,acted_by,Imogen Poots
Green Room,acted_by,Alia Shawkat
Green Room,acted_by,Patrick Stewart
Blackhat,genre,Crime
Blackhat,genre,Drama
Blackhat,genre,Mystery
Blackhat,directed_by,Michael Mann
Blackhat,acted_by,Chris Hemsworth
Blackhat,acted_by,Viola Davis
Blackhat,acted_by,Wei Tang
